微博id,微博内容,微博发布时间
Mo5mRch5N,盘面就这样，外资继续买，内资要么休息了，要么在研究动物行情。或者根据董高监的朋友圈来决定买啥板块。我仓位不能继续升了，开一局文明的。  ,2023-01-13 11:04
Mo0EMhfty,明早想睡个自然醒，提前码一下。对岸12月cpi出来了，6.5，要说预测准吧，总感觉披露是按照预期来的。25个基点的概率增大。美股期货倒是折腾了一下，但开盘后反馈也一般。贵金属小幅波动。预期都比较明朗，也就没有太超预期的地方。北上到今天收盘，开年买了500多亿。这个速度有点猛。虽然说...全文 ,2023-01-12 23:05
MnYwTudly,其实微博应该在评论区显示关注时间，比如“十年老友”这种，排序放在什么铁粉金粉前面。长时间关注的，互相理解和沟通都会比新关注的流畅。这本身也是对微博老用户的尊重，任何一个评论区的十年老友，本身也至少是微博十年以上的用户。@来去之间 圈来总一下，又去教他怎么管理微博  ,2023-01-12 17:40
MnYjbmrZB,图一证明我脾气变好了。谢谢图二以及更多的没有上图的单向朋友们的支持。就是.....女粉越来越少了.....图三还好，输入法说我今年打了一百一十万字，看来还是做功课比出来哔哔多。撩妹的事已经完全没空做了。希望23年大家会更好。  [组图共5张] 原图 ,2023-01-12 17:06
MnXxm1jpe,"转发理由://@来去之间: 咋说呢，北京这边确实有医院用于重症，而且没医生当神药，就是抗病毒药，还要其他辅助治疗，就你们一口一个神药立靶子，然后再批说不是神药，二极管…//@三个老爸实验室: 请来总一下辉瑞官网关于神药的介绍，这涉及到人命，不需要的人抢了需要的人就没了，作为负责任的平台应该广而告之  
原始用户: 三个老爸实验室
转发内容: 辉瑞官网关于神药的信息，机翻的，自己看吧。有原文洁癖的看这个网址：网页链接  [组图共4张] 原图 ",2023-01-12 15:08
MnWAlAf14,我们都知道，讲故事的钱好赚，这点我概括为“概念--题材--成长--价值”。但我们也要知道，好故事溢价更大。好故事都遵循皮格马利翁效应。我们去炒一个公司，希望他做出来了，最终他真的做出来了，这种故事的溢价非常大。在烂公司身上安好故事，或许能赚到钱，但最后能把锅砸了。咱们是有共同经历的...全文 ,2023-01-12 12:43
MnVXjthHi,今天没啥交易了，扯扯淡。中国光伏发展史，就一个字，卷。卷到今天，已经是优势产业。卷的方向只有两个，更低的成本，更高的光电转换效率。正如中国的动力电池业，卷的也是更低成本，更高的能量密度。这两个行业共同的特点，都是全球优势明显，而优势明显的背后，是资本密度。打铁的挖矿的都做电...全文 ,2023-01-12 11:07
MnVg2n2KY,关于投资体系的问题，年头年尾朋友们聊天，都会涉及到。从我们的初衷来看，都是希望琢磨出一种投资体系，上涨时能放大波动（弹性），下跌时能减少波动（回撤）。这实际上是很难的，因为任何一种做法，都会导致双向波动扩大。想要只保留一方面的波动，便要加严格的仓控。让仓位控制来助涨且不助跌。这...全文 ,2023-01-12 09:20
MnV4ywxKP,外围市场交易的核心目前有三个，一个是联储加息是否放缓，以及上半年利率是否触顶。一向都要搞预期管理的，有鹰的有鸽的。目前市场预期下一次是加25个基点，一旦落地是25，那么已经调整差不多的美股科技股，大概率要修复一下了。此外交易欧洲复苏和日元市场资金转配。美股我是韭菜，主要是晚上看不成...全文 ,2023-01-12 08:52
MnMKwvJCc,开半天盘真的够了，下午既没有量，还脑雾。也可能是因为大家都脑雾，才没有量。只开半天，指数反而好看点  ,2023-01-11 11:40
MnMam0oHX,成交量这么点，却拉升上涨的大票，不用问，问一般便是先手盘拍出来了业绩。  ,2023-01-11 10:11
MnLm0EV4n,节前还有八个交易日，19号南向通道就关了，南下港股的交易型资金在这之前逐步收回部分仓位是正常的。周边的资金今年普遍想过个安稳年，估计想跟着港股初四开盘的人，没有那么多。前段时间港股没有A股那么卷，赚钱效应也不错。但随着外资回补仓位逐步到位，以及个股的估值修复初步完成，港股也要等新的...全文 ,2023-01-11 08:07
MnFldk09d,最近被教育过：不要纠正他人的错误，尤其是不熟悉的人。然后就觉得世界美好了很多，看他们犯错就好了。但是.....接下来就会发生，很多人来纠正你的“错误”。比如去某地会被割肾，。比如“这是你想多了”，殊不知咱已经尽量委婉表达了。比如“这个事情你不懂”。我师兄牛逼，嗯，你说的对...全文 ,2023-01-10 16:49
MnELQt9lA,"转发理由:恭喜@一本正经踏实努力的先森 等18名用户获得【兔年玩偶】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公示链接：网页链接  
原始用户: 唐史主任司马迁
转发内容: 从华夏薅了一些兔年玩偶，看着挺喜庆的。咱老规矩，抽个奖。为了避开专业抽奖的，我会设置只抽铁粉，点个赞就行。一共薅了18个，红的蓝的随机哈。注意：抽中的朋友及时填地址哈，11号早上您得把地址填上了，否则来不及在春节之前寄送到位，过期不候哈。...全文 [组图共5张] 原图 ",2023-01-10 15:22
MnE4U7pSx,作文一眼假，北京摇号的，怎么购牌？但盘面的单子是真的，大票点火都以亿为单位。本来产业也有政策预期，所以，应该是看到底牌的资金用作文做先手吧。用一个哥们的话：政策早出晚出总要出，不出这位置也可以搞了。  ,2023-01-10 13:36
MnDAQ7lzN,中国驻韩使领馆暂停签发韩国公民赴华短期签证，干得好！尤其别发他们兵役年龄的签证，尤其是来北京混学历的。直接打击他们的话事阶层。  ,2023-01-10 12:22
MnCKEqJxS,缩量比较明显，好多票都推不动。这会儿还在认真交易的，基本都是老韭菜，五十万的门槛是能过的，所以科创超跌的，反而好点。只要不互砍，也不需要多少量。  ,2023-01-10 10:13
MnCel59rR,到了年终了，车厂的全年销售数据基本都出来了。全年销售超过100万台的数据出来后，榜单变化会比较明显，且基于自主化的榜单，23年差距将继续拉大。合资车被不断挤出，中国汽车业收回内部市场，只是第一步，后续可以看到出口数据的不断攀升，这个数据即使剔除掉特斯拉的出口量，今年也很好看，明年会更...全文 ,2023-01-10 08:54
MnwCnt7bd,愈后问题真的很多，首先是嗜睡，基本到下午两点就扛不住了，屏幕刷新时间要改回八秒，否则看不懂盘面到底在干嘛。其次是眼瞎，视力问题非常明显，改了字号才能看清。医生说会恢复。我tm已经做好了不再恢复的心理准备了。稍微干点啥，心率就升上去。  ,2023-01-09 18:36
MnvIohaeG,转发微博已被删除,2023-01-09 16:18
Mnvjc5Hoz,从华夏薅了一些兔年玩偶，看着挺喜庆的。咱老规矩，抽个奖。为了避开专业抽奖的，我会设置只抽铁粉，点个赞就行。一共薅了18个，红的蓝的随机哈。注意：抽中的朋友及时填地址哈，11号早上您得把地址填上了，否则来不及在春节之前寄送到位，过期不候哈。...全文 [组图共5张] 原图 ,2023-01-09 15:16
MntgE6Yfw,我一般会看一些前沿的东西，大热的数字经济，我比大多数人都琢磨得早，钠离子这种能力圈内的自然也不消说，至于说钙钛矿这种，汽车这种，更是长期跟踪。就算金属这种我不怎么擅长的，这几轮小金属基本都赌对了，这波也对。今年我算琢磨明白了，得名得利，想多得利就一定要少得名。所以很多东西，我不...全文 ,2023-01-09 10:05
MnsSwBCAp,今天情绪不错，催化也多，甚至有点过多了，所以主要看量可以干到多少。最好不要高开，不要顶，这样对大家都好。  ,2023-01-09 09:05
MnsEa4pEB,周末新型电力系统发展蓝皮书（征求意见稿）发布，蓝皮书将后续整个电力系统发展分成三个阶段，当前至2030年为加速转型期，2030年至2045年为总体形成期，2045年至2060年为巩固完善期。三个阶段对应解决不同阶段的问题。中长期文件说得很清楚了，从务实的角度看，第一阶段还有8年的时间，是整个文件的实...全文 ,2023-01-09 08:30
MnlW4FmHq,咱们这银行口的挺多的，尤其是搞信贷的，方便的说一下信贷投放的情况。注意脱敏哈，私信发也行。从政策来看，全年信贷额度尽早投放是大趋势了，但咱还要看看执行层面到底啥样。  ,2023-01-08 15:25
MndVG4d6t,听过很多“电动车保值”的言论，忍不住喷一下。老一代电动车不说了，新一代的，实际续航达到400+，且价格压到20万附近之后，残值根本不是由转卖价格来定的，而是“有效剩余里程+电池回收价格”来决定的。电动车的优势是使用成本低，刹车油刹车片空调滤芯和轮胎，除此以外没啥保养费用，以往有里程问...全文 ,2023-01-07 19:02
Mnb5WDRGI,IMAX包场的效果  原图 ,2023-01-07 11:49
Mn3Q2rnVl,美元不多，TSL跌破100先搞一笔，然后再看给不给更低的价格。莫跟，美股我是韭菜。理由也很简单，降价不是目的，降价满产才是他的目的。  ,2023-01-06 17:20
MmIZXrdgA,感觉现在半导体，就是小作文骗筹洗盘阶段。昨晚还在突破，国产12-14NM，今天中午都因为疫情，没钱补贴半导体了。关键，这些作文还都是外网发的。发力的人在调整方向和角度发力，做政策支持的人，在调整方式方法，以求支持的效果更好。整个产业的库存要Q2才能确定是否触底，交易会提前到Q1。至于先进...全文 ,2023-01-04 12:17
MmHHxfZtc,关于消费补贴，很多人不理解，为什么各地都首选贴汽车。当然，我们要是从产业链长度来看，也是补汽车最合适。是这种产业理解，导致各地政府主动作为吗？其实不是，而是KPI导致。假如你从财政拿了1个亿的钱出去拉消费，文件的背后，躲不过去的第一组KPI便是，你这笔钱能拉动多少消费，形成多少就业。...全文 ,2023-01-04 08:59
MmHuMuAGC,关于窗口，我再通俗一点：2023年股市不会差，但全市场已经五千多个票了，不可能有以往鸡犬升天的全面牛市了。但跌得多横得久的板块，起跳时又快又狠这个规律是不会变的，在流动性充沛时，还会加强。那么我们要拿超额收益，就要跟着非A场内的因素走，比如财政、货币、产业政策等等因素，去找这种低位...全文 ,2023-01-04 08:28
MmHlcBwfG,继工信披露了全年的工作原则和重点后，财政部也明确了今年财政工作的路线图。总原则是“适度加大财政政策扩张力度”，具体的实施分三个方面，直接摘过来：一是在财政支出强度上加力。统筹财政收入、财政赤字、贴息等政策工具，适度扩大财政支出规模。二是在专项债投资拉动上加力。合理安排地方政府...全文 ,2023-01-04 08:04
